title,rating,num of ratings
House of Flying Daggers (Shi mian mai fu) (2004),3.52,25
House of Games (1987),3.8125,8
"House of Mirth, The (2000)",2.1666666666666665,3
House of Sand and Fog (2003),3.7777777777777777,9
House of Wax (1953),3.5,3
House of Wax (2005),1.8333333333333333,6
"House of Yes, The (1997)",3.5,4
"House of the Dead, The (2003)",1.125,4
"House of the Devil, The (2009)",4.0,1
"House of the Spirits, The (1993)",3.4,5
House on Haunted Hill (1999),2.4285714285714284,14
Houseboat (1958),2.0,1
Housebound (2014),4.25,2
Houseguest (1994),3.176470588235294,17
Housesitter (1992),2.25,2
How Do You Know (2010),2.6666666666666665,3
How High (2001),2.9444444444444446,9
How Stella Got Her Groove Back (1998),1.75,2
How To Change The World (2015),4.5,1
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.0454545454545454,33
How the Grinch Stole Christmas! (1966),3.590909090909091,11
How to Be Single (2016),3.125,4
How to Deal (2003),3.5,3
How to Get Ahead in Advertising (1989),3.625,4
How to Kill Your Neighbor's Dog (2000),3.25,2
How to Lose Friends & Alienate People (2008),2.8333333333333335,6
How to Lose a Guy in 10 Days (2003),3.2758620689655173,29
How to Make Love Like an Englishman (2014),2.25,2
How to Make Love to a Woman (2010),1.5,1
How to Make an American Quilt (1995),3.066666666666667,15
How to Marry a Millionaire (1953),4.5,1
How to Steal a Million (1966),3.6666666666666665,3
How to Succeed in Business Without Really Trying (1967),4.25,2
How to Train Your Dragon (2010),3.943396226415094,53
How to Train Your Dragon 2 (2014),3.7666666666666666,15
Howard the Duck (1986),2.15625,16
Howards End (1992),4.0,12
Howl (2010),3.5,1
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.075,40
Howling II: Your Sister Is a Werewolf (1985),2.0,1
"Howling, The (1980)",2.9,5
Hud (1963),3.75,4
Hudson Hawk (1991),3.0,4
"Hudsucker Proxy, The (1994)",3.55,40
Hugo (2011),3.75,18
Hulk (2003),2.5606060606060606,33
Hulk Vs. (2009),3.0,1
Human (2015),5.0,1
"Human Centipede, The (First Sequence) (2009)",0.5,1
"Human Condition I, The (Ningen no joken I) (1959)",4.5,1
"Human Condition II, The (Ningen no joken II) (1959)",4.5,1
"Human Condition III, The (Ningen no joken III) (1961)",5.0,1
Human Nature (2001),3.5,5
Human Planet (2011),4.0,1
"Human Stain, The (2003)",4.0,1
Human Traffic (1999),3.5,2
Humanoids from the Deep (1980),1.5,1
Humpday (2009),2.5,1
"Hunchback of Notre Dame, The (1923)",3.0,1
"Hunchback of Notre Dame, The (1939)",3.5,2
"Hunchback of Notre Dame, The (1996)",3.3297872340425534,47
Hunger (2008),4.75,2
"Hunt For Gollum, The (2009)",3.0,1
"Hunt for Red October, The (1990)",3.8722222222222222,90
Hunt for the Wilderpeople (2016),4.375,4
"Hunt, The (Jagten) (2012)",4.3,10
"Hunted, The (1995)",3.0,3
"Hunted, The (2003)",3.0,3
Hunting Elephants (2013),5.0,1
"Hunting Party, The (2007)",2.6666666666666665,3
"Hunting of the President, The (2004)",2.5,1
Hurlyburly (1998),4.0,1
Hurricane Streets (1997),4.0,1
"Hurricane, The (1999)",3.53125,16
"Hurt Locker, The (2008)",4.0588235294117645,34
Husbands and Wives (1992),3.9166666666666665,6
Hush (1998),2.0,2
Hush (2016),2.6666666666666665,3
"Hush... Hush, Sweet Charlotte (1964)",4.5,2
Hustle & Flow (2005),3.75,4
Hustler White (1996),4.0,1
"Hustler, The (1961)",4.333333333333333,18
Hyde Park on Hudson (2012),2.0,1
Hyena Road,2.0,1
Hype! (1996),5.0,1
HyperNormalisation (2016),4.0,2
Hysteria (2011),4.0,2
I Am David (2003),3.0,3
I Am Legend (2007),3.4838709677419355,62
I Am Not Your Negro (2017),5.0,1
I Am Number Four (2011),3.1,5
I Am Sam (2001),3.764705882352941,17
I Am Trying to Break Your Heart (2002),4.166666666666667,3
I Am Wrath (2016),1.5,1
I Am a Fugitive from a Chain Gang (1932),3.6666666666666665,3
I Am a Sex Addict (2005),4.5,1
I Bought a Vampire Motorcycle (1990),3.5,1
I Can't Think Straight (2007),4.0,1
I Capture the Castle (2003),4.5,1
I Confess (1953),4.0,2
I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),4.0,1
I Don't Know How She Does It (2011),1.5,1
I Heart Huckabees (2004),3.4523809523809526,21
I Kill Giants (2018),2.0,1
I Killed My Mother (J'ai tué ma mère) (2009),3.5,2
I Know What You Did Last Summer (1997),2.109375,32
I Know Who Killed Me (2007),0.5,1
I Like It Like That (1994),3.0,1
I Love Trouble (1994),2.6875,8
I Love You Again (1940),3.5,1
I Love You Phillip Morris (2009),1.5,2
I Love You to Death (1990),2.6666666666666665,3
"I Love You, Beth Cooper (2009)",2.5,1
"I Love You, I Love You Not (1996)",3.0,1
"I Love You, Man (2009)",3.5294117647058822,17
I Never Promised You a Rose Garden (1977),2.0,1
I Now Pronounce You Chuck and Larry (2007),3.4545454545454546,11
I Origins (2014),3.8333333333333335,3
I Remember Mama (1948),4.0,1
I Saw What You Did (1965),3.0,1
I Saw the Devil (Akmareul boatda) (2010),3.875,4
I Sell the Dead (2008),2.5,2
I Served the King of England (Obsluhoval jsem anglického krále) (2006),4.5,1
I Shot Andy Warhol (1996),3.5,4
I Shot Jesse James (1949),2.0,1
I Spit on Your Grave (2010),3.75,2
I Spit on Your Grave (Day of the Woman) (1978),2.625,4
I Spy (2002),2.5,7
I Stand Alone (Seul contre tous) (1998),4.5,1
I Still Know What You Did Last Summer (1998),2.0555555555555554,18
I Think I Love My Wife (2007),2.5,1
I Walked with a Zombie (1943),2.0,2
I Want to Live! (1958),3.0,1
I Was a Male War Bride (1949),4.25,2
I Went Down (1997),2.0,2
I'll Be Home For Christmas (1998),1.5,1
I'll Do Anything (1994),2.5833333333333335,6
I'll Follow You Down (2013),1.5,1
I'm Gonna Git You Sucka (1988),2.875,4
I'm Here (2010),3.5,1
I'm Not Scared (Io non ho paura) (2003),4.25,2
I'm Not There (2007),3.5,2
I'm Starting From Three (Ricomincio da Tre) (1981),4.5,1
I'm Still Here (2010),4.0,1
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",3.0,2
I'm the One That I Want (2000),5.0,1
"I, Frankenstein (2014)",2.25,2
"I, Robot (2004)",3.4918032786885247,61
"I, Tonya (2017)",3.3333333333333335,3
"I, the Jury (1982)",5.0,1
I.O.U.S.A. (a.k.a. IOUSA) (2008),4.0,1
I.Q. (1994),3.453488372093023,43
Icarus (2017),4.0,1
Ice Age (2002),3.6882352941176473,85
Ice Age 2: The Meltdown (2006),3.217391304347826,23
Ice Age 4: Continental Drift (2012),2.9166666666666665,6
Ice Age: A Mammoth Christmas (2011),3.5,1
Ice Age: Collision Course (2016),1.0,1
Ice Age: Dawn of the Dinosaurs (2009),2.607142857142857,14
Ice Age: The Great Egg-Scapade (2016),5.0,1
Ice Castles (1978),2.0,2
Ice Cream Man (1995),3.5,1
Ice Guardians (2016),4.5,1
"Ice Harvest, The (2005)",3.6666666666666665,3
Ice Princess (2005),3.375,4
"Ice Storm, The (1997)",3.8823529411764706,17
"Iceman, The (2012)",3.5,1
Ichi the Killer (Koroshiya 1) (2001),3.4166666666666665,6
"Icicle Thief, The (Ladri di saponette) (1989)",3.0,1
Idaho Transfer (1973),0.5,1
"Ideal Husband, An (1999)",3.7,10
Identity (2003),3.6818181818181817,22
Identity Thief (2013),2.875,4
"Ides of March, The (2011)",3.2222222222222223,9
Idiocracy (2006),3.7222222222222223,18
Idiots and Angels (2008),5.0,1
"Idiots, The (Idioterne) (1998)",4.0,2
Idle Hands (1999),2.566666666666667,15
Idlewild (2006),4.0,1
If I Stay (2014),2.0,1
If I Were a Rich Man (2002),3.0,1
If Looks Could Kill (1991),2.0,1
If Lucy Fell (1996),2.5,2
If These Walls Could Talk (1996),2.5,1
If These Walls Could Talk 2 (2000),4.0,1
Igby Goes Down (2002),3.6666666666666665,12
Igor (2008),3.5,2
Ikiru (1952),3.4166666666666665,6
Iliza Shlesinger: Freezing Hot (2015),3.75,2
"Illusionist, The (2006)",3.7790697674418605,43
"Illusionist, The (L'illusionniste) (2010)",3.0,3
"Ilsa, She Wolf of the SS (1974)",2.0,1
"Imaginarium of Doctor Parnassus, The (2009)",3.8125,16
Imaginary Heroes (2004),3.0,2
Imagine Me & You (2005),3.5,1
Imagine That (2009),4.0,1
Imitation of Life (1959),3.5,2
"Immature, The (Immaturi) (2011)",3.5,1
"Immigrant, The (1917)",4.5,1
Immortal Beloved (1994),3.7222222222222223,18
Immortals (2011),2.6666666666666665,3
Imperium (2016),2.5,1
"Importance of Being Earnest, The (2002)",3.85,10
"Impossible, The (Imposible, Lo) (2012)",3.6666666666666665,3
"Imposter, The (2012)",4.75,2
Impostor (2002),3.0,3
"Impostors, The (1998)",4.5,2
Impromptu (1991),4.25,2
In & Out (1997),2.7884615384615383,26
In America (2002),3.857142857142857,7
In Bruges (2008),4.158536585365853,41
In China They Eat Dogs (I Kina spiser de hunde) (1999),4.0,1
In Cold Blood (1967),3.625,4
"In Crowd, The (2000)",2.6666666666666665,3
In Dreams (1999),2.0,2
In Good Company (2004),3.4545454545454546,11
In Hell (2003),1.5,1
In Her Shoes (2005),3.125,4
In July (Im Juli) (2000),4.0,1
In Like Flint (1967),4.0,1
In Love and War (1996),2.5,1
In My Father's Den (2004),3.5,1
In Search of the Castaways (1962),3.0,1
In This World (2002),3.0,2
In Time (2011),3.392857142857143,14
In Too Deep (1999),3.0,1
In a Better World (Hævnen) (2010),3.5,1
In a Lonely Place (1950),3.5,1
In a World... (2013),4.0,2
In the Army Now (1994),1.8571428571428572,7
In the Bedroom (2001),3.0,10
In the Bleak Midwinter (1995),3.5,1
In the Company of Men (1997),4.083333333333333,6
In the Cut (2003),2.8333333333333335,3
In the Electric Mist (2009),1.5,1
In the Heart of the Sea (2015),3.5,3
In the Heat of the Night (1967),4.181818181818182,11
In the Land of Women (2007),4.0,2
In the Line of Fire (1993),3.692857142857143,70
In the Loop (2009),4.3,5
In the Mood For Love (Fa yeung nin wa) (2000),4.214285714285714,14
In the Mouth of Madness (1995),3.4375,8
In the Name of the Father (1993),4.3,25
In the Name of the King III (2014),1.0,1
In the Name of the King: A Dungeon Siege Tale (2008),0.5,1
In the Realm of the Senses (Ai no corrida) (1976),5.0,1
In the Valley of Elah (2007),3.5,3
"In the blue sea, in the white foam. (1984)",5.0,1
"In-Laws, The (2003)",2.1666666666666665,3
"Inbetweeners 2, The (2014)",3.5,2
"Inbetweeners Movie, The (2011)",3.6666666666666665,3
Incendies (2010),4.4,5
Inception (2010),4.066433566433567,143
Incident at Loch Ness (2004),3.5,1
Incognito (1997),3.5,1
"Inconvenient Truth, An (2006)",3.576923076923077,13
"Incredible Burt Wonderstone, The (2013)",2.8333333333333335,3
"Incredible Hulk, The (2008)",3.1714285714285713,35
"Incredible Journey, The (1963)",3.375,4
"Incredible Mr. Limpet, The (1964)",3.0,1
"Incredible Shrinking Man, The (1957)",3.0,1
"Incredible Shrinking Woman, The (1981)",2.0,2
Incredibles 2 (2018),3.0,4
"Incredibles, The (2004)",3.836,125
"Incredibly True Adventure of Two Girls in Love, The (1995)",4.5,2
Indecent Proposal (1993),3.0,8
Independence Day (a.k.a. ID4) (1996),3.4455445544554455,202
Independence Day: Resurgence (2016),2.375,4
Indestructible Man (1956),0.5,1
Indian Summer (1993),3.0,3
Indian Summer (a.k.a. Alive & Kicking) (1996),1.75,2
"Indian in the Cupboard, The (1995)",3.235294117647059,34
Indiana Jones and the Kingdom of the Crystal Skull (2008),2.8333333333333335,39
Indiana Jones and the Last Crusade (1989),4.046428571428572,140
Indiana Jones and the Temple of Doom (1984),3.638888888888889,108
Indie Game: The Movie (2012),3.0,2
Indignation (2016),5.0,1
Indiscreet (1958),3.5,1
Indochine (1992),4.166666666666667,3
Inescapable (2012),1.0,1
Infamous (2006),3.75,2
Infernal Affairs (Mou gaan dou) (2002),4.333333333333333,9
Infernal Affairs 2 (Mou gaan dou II) (2003),3.0,1
Inferno (1980),2.5,2
Inferno (2016),2.875,4
Infini (2015),1.5,1
Infinity (1996),3.0,1
"Informant!, The (2009)",3.6666666666666665,3
Inglorious Bastards (Quel maledetto treno blindato) (1978),3.5714285714285716,7
Inglourious Basterds (2009),4.136363636363637,88
Inhale (2010),2.5,1
Inherent Vice (2014),3.6666666666666665,6
Inherit the Wind (1960),4.083333333333333,6
Inhuman Resources (Redd Inc.) (2012),4.5,1
Ink (2009),3.5,1
Inkheart (2008),3.5,5
"Inkwell, The (1994)",1.0,1
Inland Empire (2006),3.6666666666666665,6
Innerspace (1987),3.125,12
"Innkeepers, The (2011)",2.75,2
"Innocent Man, An (1989)",2.25,2
Inside (À l'intérieur) (2007),4.0,1
Inside Job (2010),4.291666666666667,12
Inside Llewyn Davis (2013),3.642857142857143,7
Inside Man (2006),3.8,40
Inside Out (2015),3.813953488372093,43
"Insider, The (1999)",3.7419354838709675,31
Insidious (2010),2.6666666666666665,3
Insidious: Chapter 2 (2013),3.0,2
Insidious: Chapter 3 (2015),2.5,2
Insidious: The Last Key (2018),3.5,1
Insomnia (1997),3.75,8
Insomnia (2002),3.303030303030303,33
Inspector Gadget (1999),2.0952380952380953,21
"Inspector General, The (1949)",3.0,1
Instinct (1999),3.1666666666666665,6
Insurgent (2015),2.8333333333333335,6
Intact (Intacto) (2001),4.25,2
Interiors (1978),4.166666666666667,3
Intermission (2003),4.0,1
"International, The (2009)",3.0,2
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",4.5,1
"Internship, The (2013)",3.55,10
"Interpreter, The (2005)",3.25,6
Interstate 60 (2002),4.0,2
Interstellar (2014),3.993150684931507,73
Interview (2007),2.5,1
Interview with the Vampire: The Vampire Chronicles (1994),3.458715596330275,109
Intervista (1987),4.0,1
Intimate Strangers (Confidences trop intimes) (2004),3.75,2
Into Eternity (2010),3.5,1
Into the Abyss (2011),5.0,1
Into the Arms of Strangers: Stories of the Kindertransport (2000),3.0,1
Into the Blue (2005),2.5,2
Into the Forest (2015),2.0,1
Into the Forest of Fireflies' Light (2011),5.0,1
Into the Grizzly Maze (2015),1.5,1
Into the Wild (2007),3.902439024390244,41
Into the Woods (1991),5.0,1
Into the Woods (2014),2.8,5
Intolerable Cruelty (2003),3.175,20
Intolerance: Love's Struggle Throughout the Ages (1916),3.5,1
Intouchables (2011),4.108108108108108,37
Invasion of the Body Snatchers (1956),3.769230769230769,13
Invasion of the Body Snatchers (1978),3.75,6
"Invasion, The (2007)",3.0,2
Inventing the Abbotts (1997),3.0,5
"Invention of Lying, The (2009)",2.3333333333333335,6
Investigation Held by Kolobki (1986),5.0,1
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),4.0,1
Invictus (2009),3.857142857142857,7
Invincible (2001),3.5,1
Invincible (2006),3.0,7
"Invincible Iron Man, The (2007)",3.0,1
Invincible Shaolin (1978),4.0,1
"Invisible Man Returns, The (1940)",2.5,1
"Invisible Man, The (1933)",3.5,2
"Invisible, The (2007)",2.3333333333333335,3
Ip Man (2008),3.95,10
Ip Man 2 (2010),3.0,5
Ip Man 3 (2015),4.0,1
"Ipcress File, The (1965)",4.0,1
Iris (2001),3.875,4
Irma la Douce (1963),3.625,4
Iron Eagle (1986),2.2857142857142856,7
Iron Eagle II (1988),1.6666666666666667,3
Iron Eagle IV (1995),1.0,3
"Iron Giant, The (1999)",4.051282051282051,39
"Iron Lady, The (2011)",3.0,1
Iron Man & Hulk: Heroes United (2013),3.0,1
Iron Man (1931),0.5,1
Iron Man (2008),3.824468085106383,94
Iron Man 2 (2010),3.5106382978723403,47
Iron Man 3 (2013),3.5625,32
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),3.5,5
Iron Sky (2012),3.75,2
Iron Soldier (2010),1.0,1
Iron Will (1994),3.5,2
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",4.0,1
Irrational Man (2015),3.0,1
Irreversible (Irréversible) (2002),3.888888888888889,9
Ishtar (1987),2.0,1
"Island of Dr. Moreau, The (1996)",2.740740740740741,27
"Island, The (2005)",3.3548387096774195,31
Isle of Dogs (2018),3.5,5
It (1990),4.0,1
It (2017),3.3333333333333335,9
It Came from Hollywood (1982),2.0,1
It Came from Outer Space (1953),3.0,1
It Can't Be! (1975),4.5,1
It Comes at Night (2017),3.5,1
It Could Happen to You (1994),3.0588235294117645,17
It Follows (2014),4.125,4
It Happened One Night (1934),4.321428571428571,14
It Happened on Fifth Avenue (1947),4.5,1
It Might Get Loud (2008),3.75,2
It Runs in the Family (2003),2.5,2
It Takes Two (1995),2.125,4
It's All Gone Pete Tong (2004),3.1666666666666665,3
It's Complicated (2009),2.75,4
It's Kind of a Funny Story (2010),3.1875,8
It's My Party (1996),4.0,2
It's Pat (1994),0.8333333333333334,3
It's Such a Beautiful Day (2012),4.25,2
It's a Boy Girl Thing (2006),1.0,2
"It's a Mad, Mad, Mad, Mad World (1963)",3.25,10
It's a Very Merry Muppet Christmas Movie (2002),1.5,2
It's a Wonderful Life (1946),4.0344827586206895,58
"It's the Great Pumpkin, Charlie Brown (1966)",3.8,5
"Italian Job, The (1969)",3.85,10
"Italian Job, The (2003)",3.6186440677966103,59
Italian for Beginners (Italiensk for begyndere) (2000),3.0,2
Itty Bitty Titty Committee (2007),3.5,1
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),4.5,1
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),2.75,2
J. Edgar (2011),2.5,1
JCVD (2008),3.25,2
JFK (1991),3.5,31
Jabberwocky (1977),3.5,2
Jack (1996),3.1578947368421053,19
Jack Frost (1998),1.9375,8
Jack Reacher (2012),3.4166666666666665,12
Jack Reacher: Never Go Back (2016),2.0,1
Jack Ryan: Shadow Recruit (2014),2.0,2
Jack Whitehall: At Large (2017),3.75,2
Jack and Jill (2011),2.3,5
Jack and Sarah (1995),3.0,1
Jack the Bear (1993),1.5,1
Jack the Giant Slayer (2013),2.2,5
Jack-Jack Attack (2005),4.5,1
"Jackal, The (1997)",3.2222222222222223,18
Jackass 2.5 (2007),4.166666666666667,3
Jackass 3.5 (2011),4.0,2
Jackass 3D (2010),3.9166666666666665,6
Jackass Number Two (2006),3.5714285714285716,7
Jackass Presents: Bad Grandpa (2013),3.25,2
Jackass: The Movie (2002),3.5,17
"Jacket, The (2005)",3.0,8
Jackie Brown (1997),3.6979166666666665,48
Jacob's Ladder (1990),3.5576923076923075,26
Jade (1995),2.8333333333333335,6
Jagged Edge (1985),3.5714285714285716,7
Jakob the Liar (1999),2.0,4
Jalla! Jalla! (2000),3.75,2
Jamaica Inn (1939),3.0,1
James and the Giant Peach (1996),3.4489795918367347,49
Jane Austen's Mafia! (1998),1.8333333333333333,9
Jane Eyre (1944),5.0,1
Jane Eyre (1970),3.5,1
Jane Eyre (1996),3.1875,8
Jane Eyre (2011),3.0,1
Janie Jones (2010),2.5,1
"January Man, The (1989)",2.0,1
Japanese Story (2003),3.0,1
Jarhead (2005),3.676470588235294,17
Jason Bourne (2016),2.7222222222222223,9
Jason X (2002),1.1875,8
Jason and the Argonauts (1963),3.5,6
Jason's Lyric (1994),4.5,1
Jawbreaker (1999),2.0,7
Jaws (1975),4.0054945054945055,91
Jaws 2 (1978),2.6176470588235294,17
Jaws 3-D (1983),1.4166666666666667,6
Jaws: The Revenge (1987),1.25,4
Jay and Silent Bob Strike Back (2001),3.161764705882353,34
"Jazz Singer, The (1927)",4.0,1
Jean de Florette (1986),4.090909090909091,11
Jeepers Creepers (2001),2.5,7
Jeepers Creepers 2 (2003),1.875,4
Jeff Dunham: All Over the Map (2014),2.0,1
Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015),4.0,1
Jeff Ross Roasts the Border (2017),4.0,1
"Jeff, Who Lives at Home (2012)",4.0,1
Jefferson in Paris (1995),3.0,1
Jeffrey (1995),3.8333333333333335,6
Jennifer 8 (1992),2.9,5
Jennifer's Body (2009),1.0,2
Jeremiah Johnson (1972),4.25,4
"Jerk, The (1979)",3.3703703703703702,27
"Jerky Boys, The (1995)",2.0714285714285716,7
Jerry Maguire (1996),3.5941176470588236,85
Jersey Boys (2014),2.5,1
Jersey Girl (2004),2.9375,8
Jesus Camp (2006),4.071428571428571,7
Jesus Christ Superstar (1973),4.0,3
Jesus Christ Vampire Hunter (2001),0.5,1
Jesus of Montreal (Jésus de Montréal) (1989),4.5,1
Jesus' Son (1999),3.5,2
Jet Li's Fearless (Huo Yuan Jia) (2006),3.125,8
Jetsons: The Movie (1990),2.0,1
"Jetée, La (1962)",4.5,2
"Jewel of the Nile, The (1985)",2.8095238095238093,21
Jezebel (1938),3.8333333333333335,3
Jim & Andy: The Great Beyond (2017),4.5,1
Jim Gaffigan: Cinco (2017),3.0,1
Jim Jefferies: BARE (2014),4.5,1
Jim Jefferies: Freedumb (2016),4.5,1
Jim Jefferies: Fully Functional (EPIX) (2012),4.5,1
Jim Jefferies: I Swear to God (2009),4.5,1
Jim Norton: American Degenerate (2013),4.0,1
Jimi: All Is by My Side (2013),3.5,1
Jimmy Carr: Making People Laugh (2010),2.5,1
Jimmy Carr: Telling Jokes (2009),4.0,1
Jimmy Hollywood (1994),2.5,1
Jimmy Neutron: Boy Genius (2001),3.2,5
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),3.5,5
Jingle All the Way (1996),2.861111111111111,18
Jiro Dreams of Sushi (2011),4.1,5
Jobs (2013),2.5,3
Joe Dirt (2001),2.380952380952381,21
Joe Dirt 2: Beautiful Loser (2015),0.5,1
Joe Gould's Secret (2000),3.0,1
Joe Rogan: Live (2006),4.0,1
Joe Rogan: Triggered (2016),4.0,1
Joe Somebody (2001),3.3333333333333335,3
Joe Versus the Volcano (1990),3.4285714285714284,7
Joe's Apartment (1996),2.6666666666666665,9
John Adams (2008),4.0,2
John Carter (2012),3.090909090909091,11
John Dies at the End (2012),4.0,2
John From (2015),1.0,1
John Mulaney: New In Town (2012),4.0,1
John Mulaney: The Comeback Kid (2015),3.5,1
John Q (2002),2.909090909090909,11
John Tucker Must Die (2006),2.7222222222222223,9
John Wick (2014),3.8448275862068964,29
John Wick: Chapter Two (2017),4.142857142857143,7
Johnny Be Good (1988),3.0,2
Johnny Belinda (1948),4.0,1
Johnny Dangerously (1984),2.857142857142857,7
Johnny Eager (1942),3.5,1
Johnny English (2003),2.9615384615384617,13
Johnny English Reborn (2011),3.0,6
Johnny Express (2014),4.5,1
Johnny Handsome (1989),4.0,1
Johnny Mnemonic (1995),2.6792452830188678,53
Johnny Stecchino (1991),4.0,1
Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4.25,4
"Jolson Story, The (1946)",3.5,1
Jon Stewart Has Left the Building (2015),3.5,1
Jonah Hex (2010),1.875,4
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),5.0,2
Jonah: A VeggieTales Movie (2002),2.0,1
"Joneses, The (2009)",3.5,1
Jonestown: The Life and Death of Peoples Temple (2006),3.875,4
Josie and the Pussycats (2001),1.75,6
Journey 2: The Mysterious Island (2012),0.5,1
"Journey of Natty Gann, The (1985)",3.4,5
Journey to the Center of the Earth (1959),2.75,2
Journey to the Center of the Earth (2008),2.5,5
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),4.75,2
Journeys with George (2002),3.5,1
Joy (2015),3.2,5
"Joy Luck Club, The (1993)",3.5,10
Joy Ride (2001),3.1,5
Joyeux Noël (Merry Christmas) (2005),3.7,5
Joyful Noise (2012),1.5,1
Ju Dou (1990),3.5,1
Ju-on: The Curse (2000),3.0,1
Ju-on: The Grudge (2002),2.5833333333333335,6
Jubilee (1977),3.0,1
Judd Apatow: The Return (2017),2.5,1
Jude (1996),3.0714285714285716,7
Judge Dredd (1995),2.6693548387096775,62
"Judge, The (2014)",2.5,1
Judgment Night (1993),2.25,4
Judgment at Nuremberg (1961),3.6,5
Juice (1992),4.0,1
Jules and Jim (Jules et Jim) (1961),4.5,5
Julia (1977),4.0,1
Julia (2014),1.5,1
Julie & Julia (2009),2.9583333333333335,12
Julien Donkey-Boy (1999),1.0,1
Juliet of the Spirits (Giulietta degli spiriti) (1965),3.25,2
Jumanji (1995),3.4318181818181817,110
Jumanji: Welcome to the Jungle (2017),3.6666666666666665,6
Jump In! (2007),5.0,1
Jump Tomorrow (2001),3.5,1
Jumper (2008),3.0,18
Jumpin' Jack Flash (1986),2.5,15
Junebug (2005),3.6666666666666665,3
"Jungle Book 2, The (2003)",3.0,1
"Jungle Book, The (1967)",3.830188679245283,53
"Jungle Book, The (1994)",3.5294117647058822,34
Jungle Fever (1991),3.0714285714285716,7
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.1363636363636362,11
Junior (1994),2.8285714285714287,35
Junior and Karlson (1968),5.0,1
Juno (2007),3.769230769230769,65
Jupiter Ascending (2015),2.0,2
Jupiter's Wife (1994),3.0,1
Jurassic Park (1993),3.75,238
Jurassic Park III (2001),2.8472222222222223,36
Jurassic World (2015),3.260869565217391,23
Jurassic World: Fallen Kingdom (2018),3.25,2
"Juror, The (1996)",2.764705882352941,17
Jury Duty (1995),2.7,10
Just Before I Go (2014),1.0,1
Just Cause (1995),3.5,14
Just Eat It: A Food Waste Story (2014),4.0,1
Just Friends (2005),2.9166666666666665,6
Just Go with It (2011),3.2142857142857144,7
Just Jim (2015),3.0,1
Just Like Heaven (2005),2.6875,8
Just Married (2003),2.75,8
Just My Luck (2006),3.0,1
Just One of the Guys (1985),2.75,4
Just Visiting (2001),2.0,1
Justice League (2017),2.5,6
Justice League: Crisis on Two Earths (2010),3.25,2
Justice League: Doom (2012) ,5.0,1
Justice League: The New Frontier (2008) ,2.75,2
Justin and the Knights of Valour (2013),2.0,1
Juwanna Mann (2002),1.5,2
K-19: The Widowmaker (2002),3.5,6
K-9 (1989),2.0,1
K-PAX (2001),3.484848484848485,33
Kagemusha (1980),4.125,4
Kalifornia (1993),3.1578947368421053,19
Kama Sutra: A Tale of Love (1996),4.0,1
Kandahar (Safar e Ghandehar) (2001),3.5,2
Kangaroo Jack (2003),1.75,2
Kansas City (1996),3.6666666666666665,3
Karate Bullfighter (1975),3.0,1
"Karate Kid, Part II, The (1986)",2.7758620689655173,29
"Karate Kid, Part III, The (1989)",1.75,14
"Karate Kid, The (1984)",3.5657894736842106,38
"Karate Kid, The (2010)",2.5,8
Karlson Returns (1970),5.0,1
Kaspar Hauser (1993),4.0,1
Kate & Leopold (2001),3.2058823529411766,17
Kazaam (1996),2.25,12
Keanu (2016),2.5,2
Keep the River on Your Right: A Modern Cannibal Tale (2000),3.5,1
Keeping Up with the Joneses (2016),3.75,2
Keeping the Faith (2000),3.4523809523809526,21
Kelly's Heroes (1970),4.133333333333334,15
Ken Park (2002),4.5,1
Kenny & Company (1976),3.0,1
"Kentucky Fried Movie, The (1977)",3.5,3
Kevin Hart: I'm a Grown Little Man (2009),4.5,1
Kevin Hart: Laugh at My Pain (2011),3.5,1
Kevin Smith: Too Fat For 40 (2010),4.5,1
Key Largo (1948),4.2,10
"Keys to the House, The (Chiavi di casa, Le) (2004)",3.0,1
Kick-Ass (2010),3.6511627906976742,43
Kick-Ass 2 (2013),3.4545454545454546,11
Kickboxer (1989),2.5,1
Kickboxer 2: The Road Back (1991),3.5,2
Kickin It Old Skool (2007),2.0,1
Kicking & Screaming (2005),2.642857142857143,7
Kicking Off (2016),1.5,1
Kicking and Screaming (1995),3.2142857142857144,7
"Kid Stays in the Picture, The (2002)",3.8333333333333335,3
"Kid in King Arthur's Court, A (1995)",2.6,10
Kid's Story (2003),3.0,1
