title,imdbId,tmdbId
Peyton Place (1957),50839,43236.0
Dawn of the Dead (2004),363547,924.0
Eternal Sunshine of the Spotless Mind (2004),338013,38.0
Taking Lives (2004),364045,11081.0
Intermission (2003),332658,16941.0
Jersey Girl (2004),300051,9541.0
"Ladykillers, The (2004)",335245,5516.0
Never Die Alone (2004),354766,20304.0
Scooby-Doo 2: Monsters Unleashed (2004),331632,11024.0
Dogville (2003),276919,553.0
Ned Kelly (2003),277941,10544.0
Hellboy (2004),167190,1487.0
"Prince & Me, The (2004)",337697,11137.0
Walking Tall (2004),351977,11358.0
"United States of Leland, The (2003)",301976,13573.0
The Alamo (2004),318974,10733.0
Ella Enchanted (2004),327679,14442.0
"Whole Ten Yards, The (2004)",327247,2122.0
I'm Not Scared (Io non ho paura) (2003),326977,25300.0
"Ten Commandments, The (1956)",49833,6844.0
Dawn of the Dead (1978),77402,923.0
Prey for Rock & Roll (2003),307351,28026.0
Those Magnificent Men in Their Flying Machines (1965),59797,10338.0
Cheaper by the Dozen (1950),42327,33839.0
Scenes From a Marriage (Scener ur ett äktenskap) (1973),70644,133919.0
Munchies (1987),93582,4365.0
Going in Style (1979),79219,65066.0
After Hours (1985),88680,10843.0
Kill Bill: Vol. 2 (2004),378194,393.0
"Punisher, The (2004)",330793,7220.0
Paper Clips (2004),380615,33823.0
This So-Called Disaster (2003),308488,126117.0
13 Going on 30 (2004),337563,10096.0
Man on Fire (2004),328107,9509.0
Envy (2004),326856,10710.0
Godsend (2004),335121,11058.0
Laws of Attraction (2004),323033,11141.0
Mean Girls (2004),377092,10625.0
Van Helsing (2004),338526,7131.0
"Mudge Boy, The (2003)",339419,26899.0
Breakin' All the Rules (2004),349169,16428.0
Troy (2004),332452,652.0
Carandiru (2003),293007,8440.0
Coffee and Cigarettes (2003),379217,883.0
Eye See You (D-Tox) (2002),160184,10375.0
Watch on the Rhine (1943),36515,68440.0
Enemy Mine (1985),89092,11864.0
Enter the Dragon (1973),70034,9461.0
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),118845,18329.0
Henry & June (1990),99762,17993.0
Martin (1977),77914,26517.0
"Three Faces of Eve, The (1957)",51077,28285.0
100 Girls (2000),214388,10035.0
Fail-Safe (1964),58083,502.0
Paperhouse (1988),98061,41965.0
Dobermann (1997),118996,10347.0
Kwaidan (Kaidan) (1964),58279,30959.0
28 Up (1985),88650,20561.0
You Only Live Twice (1967),62512,667.0
Octopussy (1983),86034,700.0
Wit (2001),243664,26976.0
Never Say Never Again (1983),86006,36670.0
Pride and Prejudice (1940),32943,43818.0
"Fountainhead, The (1949)",41386,24650.0
Woman of the Year (1942),35567,20640.0
"Samouraï, Le (Godson, The) (1967)",62229,5511.0
Oklahoma! (1955),48445,13936.0
Desert Hearts (1985),89015,294.0
Body Double (1984),86984,11507.0
Chaplin (1992),103939,10435.0
"Miracle Worker, The (1962)",56241,1162.0
Monster in a Box (1992),102467,34328.0
School Ties (1992),105327,14684.0
Raising Cain (1992),105217,13937.0
Rose Red (2002),259153,14980.0
Noises Off... (1992),105017,26670.0
Babylon 5: In the Beginning (1998),120711,10940.0
"Witchfinder General (Conquerer Worm, The) (1968)",63285,31965.0
Versus (2000),275773,5842.0
Pride and Prejudice (1995),112130,164721.0
"China Syndrome, The (1979)",78966,988.0
"Wages of Fear, The (Salaire de la peur, Le) (1953)",46268,204.0
Look Who's Talking Too (1990),100050,9356.0
"Bells of St. Mary's, The (1945)",37536,32430.0
"Delta Force, The (1986)",90927,16113.0
Pat and Mike (1952),45012,33575.0
Animal Crackers (1930),20640,13913.0
"He Said, She Said (1991)",102011,17956.0
Bedazzled (1967),61391,18209.0
Cat People (1942),34587,25508.0
Camelot (1967),61439,18978.0
"Lonely Guy, The (1984)",87635,27171.0
"Four Musketeers, The (1974)",73012,12310.0
Protocol (1984),87951,37296.0
"Postman Always Rings Twice, The (1946)",38854,25736.0
Matinee (1993),107529,25389.0
Baxter (1989),94713,52794.0
Explorers (1985),89114,9872.0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",107617,19552.0
Pierrot le fou (1965),59592,2786.0
Weekend (a.k.a. Le Week-end) (Week End) (1967),62480,8075.0
Tuesdays with Morrie (1999),207805,26133.0
Alexander Nevsky (Aleksandr Nevskiy) (1938),29850,10235.0
Jason and the Argonauts (1963),57197,11533.0
"Tinker, Tailor, Soldier, Spy (1979)",80297,140207.0
Throne of Blood (Kumonosu jô) (1957),50613,3777.0
"Best of Youth, The (La meglio gioventù) (2003)",346336,11659.0
Undercurrent (1946),39066,44098.0
"Bang, Bang, You're Dead (2002)",288439,16876.0
Twister (1990),96321,77780.0
Sniper (1993),108171,9545.0
Genghis Blues (1999),187859,28030.0
"11'09""01 - September 11 (2002)",328802,1926.0
"Parallax View, The (1974)",71970,17365.0
"Warriors, The (1979)",80120,11474.0
Babylon 5: A Call to Arms (1999),146455,10916.0
Babylon 5: The River of Souls (1998),146247,10921.0
Babylon 5: Thirdspace (1998),121804,10941.0
True Stories (1986),92117,24798.0
"Virgin Spring, The (Jungfrukällan) (1960)",53976,11656.0
Mogambo (1953),46085,25009.0
"Secret Life of Walter Mitty, The (1947)",39808,40092.0
Another Thin Man (1939),31047,14589.0
"Thin Man Goes Home, The (1945)",37365,14594.0
Shadow of the Thin Man (1941),34172,14590.0
After the Thin Man (1936),27260,14588.0
Song of the Thin Man (1947),39853,14595.0
Love Crazy (1941),33852,20644.0
Gunga Din (1939),31398,24965.0
Children of Dune (2003),287839,192936.0
Dune (2000),142032,876.0
Lammbock (2001),258760,1583.0
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",106936,17653.0
Tremors II: Aftershocks (1996),114720,11069.0
Tremors 3: Back to Perfection (2001),259685,10829.0
Notorious C.H.O. (2002),300274,57946.0
The Plague of the Zombies (1966),60841,29049.0
I Walked with a Zombie (1943),36027,27130.0
Highway 61 (1991),102035,8468.0
How to Succeed in Business Without Really Trying (1967),61791,22682.0
Pat Garrett and Billy the Kid (1973),70518,11577.0
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",58700,21159.0
"Duck, You Sucker (1971)",67140,336.0
Bring Me the Head of Alfredo Garcia (1974),71249,11942.0
Ride the High Country (1962),56412,36206.0
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),72913,49636.0
Frankenstein Must Be Destroyed (1969),65738,3075.0
Gidget (1959),52847,43096.0
Desperate Living (1977),75936,14262.0
Stray Dog (Nora inu) (1949),41699,30368.0
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",51808,1059.0
High and Low (Tengoku to jigoku) (1963),57565,12493.0
"People Under the Stairs, The (1991)",105121,13122.0
Dark Days (2000),235327,14273.0
Zelig (1983),86637,11030.0
Shame (Skammen) (1968),63611,26372.0
"Silence, The (Tystnaden) (1963)",57611,11506.0
Winter Light (Nattvardsgästerna) (1963),57358,29455.0
Through a Glass Darkly (Såsom i en spegel) (1961),55499,11602.0
The Magician (1958),51365,29453.0
"Killers, The (1946)",38669,14638.0
"Night of the Iguana, The (1964)",58404,14703.0
Nightbreed (1990),100260,20481.0
Ken Park (2002),209077,7090.0
Monterey Pop (1968),64689,42632.0
"Bridge Too Far, A (1977)",75784,5902.0
Infernal Affairs (Mou gaan dou) (2002),338564,10775.0
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",365376,4552.0
Broadway Danny Rose (1984),87003,12762.0
From Beyond (1986),91083,14510.0
Robot Jox (1990),102800,15618.0
Dolls (1987),92906,24341.0
Space Truckers (1996),120199,10690.0
Death Race 2000 (1975),72856,13282.0
"Bucket Of Blood, A (1959)",52655,22642.0
Brigadoon (1954),46807,18283.0
"Power of One, The (1992)",105159,13823.0
"Weather Underground, The (2002)",343168,14108.0
Kikujiro (Kikujirô no natsu) (1999),199683,4291.0
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",374546,113.0
"Phantom Tollbooth, The (1970)",64806,28476.0
"Getaway, The (1972)",68638,5916.0
Dark Water (Honogurai mizu no soko kara) (2002),308379,12205.0
"Thing Called Love, The (1993)",108327,27804.0
The Thief (1997),124207,46187.0
How to Steal a Million (1966),60522,3001.0
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",117658,39434.0
Mean Streets (1973),70379,203.0
Jack the Bear (1993),107247,38749.0
I Am a Fugitive from a Chain Gang (1932),23042,29740.0
Hamburger Hill (1987),93137,10652.0
Sweet Bird of Youth (1962),56541,33632.0
Frankenstein Unbound (1990),99612,3072.0
Shiri (Swiri) (1999),192657,10355.0
Bad Day at Black Rock (1955),47849,14554.0
In China They Eat Dogs (I Kina spiser de hunde) (1999),180748,250.0
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),99399,19086.0
Crossroads (1986),90888,15392.0
"Seducing Doctor Lewis (Grande séduction, La) (2003)",366532,41277.0
Sunrise: A Song of Two Humans (1927),18455,631.0
Shock Corridor (1963),57495,25504.0
Au revoir les enfants (1987),92593,1786.0
Pursuit of Happiness (2001),243508,210937.0
Gladiator (1992),104346,16219.0
Indestructible Man (1956),49363,48385.0
"Wasp Woman, The (1959)",54462,27545.0
Attack of the Giant Leeches (1959),53611,22718.0
Dead or Alive: Hanzaisha (1999),221111,11315.0
Lola Montès (1955),48308,35987.0
Charly (1968),62794,29146.0
Lust for Life (1956),49456,29592.0
"Dolce Vita, La (1960)",53779,439.0
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),193253,823.0
Rush (1991),102820,20289.0
Captain Blood (1935),26174,16905.0
*batteries not included (1987),92494,11548.0
Educating Rita (1983),85478,38291.0
Sansho the Bailiff (Sanshô dayû) (1954),47445,20532.0
Zazie dans le métro (1960),54494,2546.0
"Americanization of Emily, The (1964)",57840,42791.0
Anne of the Thousand Days (1969),64030,22522.0
"Avventura, L' (Adventure, The) (1960)",53619,5165.0
Beyond the Valley of the Dolls (1970),65466,5722.0
Hiroshima Mon Amour (1959),52893,5544.0
Ugetsu (Ugetsu monogatari) (1953),46478,14696.0
"Day of the Jackal, The (1973)",69947,4909.0
Night of the Living Dead (1990),100258,19185.0
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",22111,28257.0
I Love You Again (1940),32617,20643.0
Safety Last! (1923),14429,22596.0
While the City Sleeps (1956),49949,36786.0
Little Murders (1971),67350,27459.0
Viridiana (1961),55601,4497.0
Masterminds (1997),119630,25224.0
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),79833,15371.0
Arizona Dream (1993),106307,11044.0
3 Women (Three Women) (1977),75612,41662.0
Grey Gardens (1975),73076,17346.0
Purple Rain (1984),87957,13763.0
Point of No Return (1993),107843,10498.0
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",100112,11796.0
College (1927),17765,34847.0
Mitchell (1975),73396,32303.0
Used People (1992),105706,41779.0
"Front Page, The (1931)",21890,42814.0
Dolls (2002),330229,870.0
"Man Who Came to Dinner, The (1942)",33874,26319.0
Make Way for Tomorrow (1937),29192,41059.0
"Major and the Minor, The (1942)",35019,39871.0
"Caine Mutiny, The (1954)",46816,10178.0
Black Narcissus (1947),39192,16391.0
Escape from Alcatraz (1979),79116,10734.0
Oliver Twist (1948),40662,10949.0
Shrek 2 (2004),298148,809.0
"Day After Tomorrow, The (2004)",319262,435.0
Raising Helen (2004),350028,4599.0
Soul Plane (2004),367085,12657.0
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),367790,28219.0
Saved! (2004),332375,13193.0
Harry Potter and the Prisoner of Azkaban (2004),304141,673.0
Mindhunters (2004),297284,16617.0
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",363226,246.0
"Chronicles of Riddick, The (2004)",296572,2789.0
Garfield: The Movie (2004),356634,8920.0
"Stepford Wives, The (2004)",327162,9890.0
"Hunting of the President, The (2004)",391225,26254.0
Napoleon Dynamite (2004),374900,8193.0
"Doctor, The (1991)",101746,26142.0
"Dresser, The (1983)",85461,42122.0
Father Hood (1993),106877,65137.0
Hello Again (1987),93175,35151.0
Hope Springs (2003),314431,21544.0
Lover Come Back (1961),55100,40894.0
Police Academy: Mission to Moscow (1994),110857,11546.0
Big Wednesday (1978),77235,18387.0
Book of Love (1990),99166,52560.0
Hour of the Wolf (Vargtimmen) (1968),63759,18333.0
Suddenly (1954),47542,18398.0
"Divorcee, The (1930)",20827,80708.0
Meet the Applegates (1991),100129,76516.0
Robot Carnival (Roboto kânibauru) (1987),93871,33441.0
Americathon (1979),78766,47819.0
Sands of Iwo Jima (1949),41841,18712.0
This Island Earth (1955),47577,831.0
Anthony Adverse (1936),27300,37658.0
Blackboard Jungle (1955),47885,26516.0
Luna Papa (1999),170259,10573.0
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),65889,26451.0
To Each His Own (1946),39040,54568.0
"Heiress, The (1949)",41452,28571.0
Dragon Seed (1944),36777,123665.0
Executive Suite (1954),46963,43336.0
Johnny Belinda (1948),40495,62000.0
Super Size Me (2004),390521,9372.0
Johnny Eager (1942),33774,41495.0
"Jetée, La (1962)",56119,662.0
Northwest Passage (1940),32851,43805.0
"Picture of Dorian Gray, The (1945)",37988,16559.0
"Human Condition I, The (Ningen no joken I) (1959)",53114,31217.0
Please Don't Eat the Daisies (1960),54188,19414.0
White Heat (1949),42041,15794.0
"Christmas Carol, A (Scrooge) (1951)",44008,13188.0
Memphis Belle (1990),100133,12651.0
"Cincinnati Kid, The (1965)",59037,886.0
Animal Factory (2000),204137,9791.0
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),71565,38582.0
"Hitcher, The (1986)",91209,9542.0
Show Boat (1951),44030,17820.0
Fear X (2003),289944,37696.0
Freaks (1932),22913,136.0
"Immigrant, The (1917)",8133,47653.0
Silent Movie (1976),75222,10970.0
Anna Christie (1930),20641,42812.0
Dr. Jekyll and Mr. Hyde (1931),22835,3019.0
Around the World in 80 Days (2004),327437,10204.0
Dodgeball: A True Underdog Story (2004),364725,9472.0
"Terminal, The (2004)",362227,594.0
Dear Frankie (2004),377752,8981.0
White Chicks (2004),381707,12153.0
"Door in the Floor, The (2004)",348593,1944.0
"Notebook, The (2004)",332280,11036.0
Two Brothers (Deux frères) (2004),338512,1997.0
De-Lovely (2004),352277,15237.0
"Day at the Races, A (1937)",28772,11939.0
Bob & Carol & Ted & Alice (1969),64100,26520.0
"Claymation Christmas Celebration, A (1987)",272045,21386.0
"Happenstance (Battement d'ailes du papillon, Le) (2001)",243135,24908.0
Comandante (2003),342213,25783.0
Undead (2003),339840,8991.0
Into the Woods (1991),99851,23378.0
Pirates of Silicon Valley (1999),168122,3293.0
Manufacturing Consent: Noam Chomsky and the Media (1992),104810,36947.0
Mayor of the Sunset Strip (2003),230512,61487.0
Killing Me Softly (2002),250468,14365.0
"Philadelphia Experiment, The (1984)",87910,10606.0
Juice (1992),104573,16136.0
Revenge of the Pink Panther (1978),78163,6081.0
Angels with Dirty Faces (1938),29870,13696.0
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),24803,44494.0
Taxi (1998),152930,2330.0
Taxi 3 (2003),295721,2334.0
Tokyo Godfathers (2003),388473,13398.0
Our Hospitality (1923),14341,701.0
All of Me (1984),86873,10631.0
"Farmer's Daughter, The (1947)",39370,43466.0
Overboard (1987),93693,10780.0
Butterfield 8 (1960),53622,23724.0
"Exterminating Angel, The (Ángel exterminador, El) (1962)",56732,29264.0
Fahrenheit 9/11 (2004),361596,1777.0
Roxanne (1987),93886,11584.0
Dr. Terror's House of Horrors (1965),59125,26811.0
Secret Society (2002),217788,161080.0
"Last Starfighter, The (1984)",87597,11884.0
Spider-Man 2 (2004),316654,558.0
Before Sunset (2004),381681,80.0
King Arthur (2004),349683,9477.0
Anchorman: The Legend of Ron Burgundy (2004),357413,8699.0
"Cinderella Story, A (2004)",356470,11247.0
"I, Robot (2004)",343818,2048.0
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",390221,436.0
Long Day's Journey Into Night (1962),56196,43004.0
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",95468,10754.0
"Bourne Supremacy, The (2004)",372183,2502.0
Catwoman (2004),327554,314.0
A Home at the End of the World (2004),359423,18923.0
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",23563,12206.0
Flash Gordon Conquers the Universe (1940),32475,68064.0
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",49902,15244.0
"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",47216,62395.0
Slaughterhouse-Five (1972),69280,24559.0
"Bachelor and the Bobby-Soxer, The (1947)",39169,27437.0
Mr. Blandings Builds His Dream House (1948),40613,32294.0
My Favorite Wife (1940),29284,41463.0
"New Adventures of Pippi Longstocking, The (1988)",93744,19051.0
Night and Day (1946),38776,43485.0
"Snake Pit, The (1948)",40806,62694.0
"Super, The (1991)",103007,53287.0
"Leopard, The (Gattopardo, Il) (1963)",57091,1040.0
"Day of the Locust, The (1975)",72848,5122.0
To End All Wars (2001),243609,1783.0
"Woman Is a Woman, A (femme est une femme, Une) (1961)",55572,31522.0
Biggles (1986),90729,22976.0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",57171,42801.0
Unprecedented: The 2000 Presidential Election (2002),346091,41316.0
"Prime of Miss Jean Brodie, The (1969)",64840,5179.0
My Voyage to Italy (Il mio viaggio in Italia) (1999),173772,53198.0
This Gun for Hire (1942),35432,16703.0
Sherlock Holmes: Terror by Night (1946),39017,20408.0
"Spy Who Came in from the Cold, The (1965)",59749,13580.0
Sherlock Holmes and the Secret Weapon (1942),35317,18706.0
Sherlock Holmes: The Woman in Green (1945),38259,34327.0
Sherlock Holmes: Dressed to Kill (1946),38494,20417.0
"Manchurian Candidate, The (2004)",368008,14462.0
Thunderbirds (2004),167456,14623.0
"Village, The (2004)",368447,6947.0
Garden State (2004),333766,401.0
Musa the Warrior (Musa) (2001),275083,23305.0
"Funny Thing Happened on the Way to the Forum, A (1966)",60438,17768.0
Collateral (2004),369339,1538.0
Little Black Book (2004),361841,14846.0
Code 46 (2003),345061,2577.0
"Story of Women (Affaire de femmes, Une) (1988)",96336,41975.0
Harold and Kumar Go to White Castle (2004),366551,11282.0
"Princess Diaries 2: Royal Engagement, The (2004)",368933,11130.0
Danny Deckchair (2003),337960,14389.0
AVP: Alien vs. Predator (2004),370263,395.0
We Don't Live Here Anymore (2004),361309,23601.0
Without a Paddle (2004),364751,10762.0
Exorcist: The Beginning (2004),204313,11026.0
"Bill Cosby, Himself (1983)",83652,20120.0
Anacondas: The Hunt for the Blood Orchid (2004),366174,11237.0
Suspect Zero (2004),324127,8080.0
Warriors of Heaven and Earth (Tian di ying xiong) (2003),374330,14797.0
Vanity Fair (2004),241025,11632.0
Paparazzi (2004),338325,15644.0
Wicker Park (2004),324554,11208.0
Alice Doesn't Live Here Anymore (1974),71115,16153.0
Who's That Knocking at My Door? (1967),63803,42694.0
Camera Buff (Amator) (1979),78763,42164.0
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",46521,12548.0
Cellular (2004),337921,9759.0
Resident Evil: Apocalypse (2004),318627,1577.0
Mr. 3000 (2004),339412,16232.0
Sky Captain and the World of Tomorrow (2004),346156,5137.0
Wimbledon (2004),360201,11823.0
First Daughter (2004),361620,13969.0
"Forgotten, The (2004)",356618,10145.0
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",318462,1653.0
Shaun of the Dead (2004),365748,747.0
"Come Back, Little Sheba (1952)",44509,84214.0
Murder on the Orient Express (1974),71877,4176.0
Mask (1985),89560,11177.0
Orca: The Killer Whale (1977),76504,12707.0
1492: Conquest of Paradise (1992),103594,1492.0
Cannibal Holocaust (1980),78935,8689.0
Shark Tale (2004),307453,10555.0
Ladder 49 (2004),349710,11128.0
I Heart Huckabees (2004),356721,1599.0
Raise Your Voice (2004),361696,14024.0
Taxi (2004),316732,11045.0
Primer (2004),390384,14337.0
Stage Beauty (2004),368658,26108.0
Shall We Dance? (2004),358135,4380.0
Team America: World Police (2004),372588,3989.0
Eulogy (2004),349416,16358.0
P.S. (2004),380609,25313.0
"Country Girl, The (1954)",46874,2438.0
"Rose Tattoo, The (1955)",48563,65550.0
"Fearless Vampire Killers, The (1967)",61655,3053.0
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",90985,18499.0
Bebe's Kids (1992),103783,36616.0
Friday Night Lights (2004),390022,13416.0
Tarnation (2003),390538,1435.0
"Final Cut, The (2004)",364343,11099.0
Being Julia (2004),340012,18701.0
Surviving Christmas (2004),252028,15566.0
"Grudge, The (2004)",391198,1970.0
Alfie (2004),375173,8849.0
Sideways (2004),375063,9675.0
The Machinist (2004),361862,4553.0
Vera Drake (2004),383694,11109.0
Falling Angels (2003),365183,48678.0
Lightning in a Bottle (2004),396705,126148.0
Undertow (2004),360130,16131.0
Saw (2004),387564,176.0
Ray (2004),350258,1677.0
Birth (2004),337876,10740.0
"Incredibles, The (2004)",317705,9806.0
Callas Forever (2002),274407,47959.0
"Polar Express, The (2004)",338348,5255.0
Kinsey (2004),362269,11184.0
Seed of Chucky (Child's Play 5) (2004),387575,11249.0
After the Sunset (2004),367479,10589.0
Bridget Jones: The Edge of Reason (2004),317198,9801.0
Finding Neverland (2004),308644,866.0
National Treasure (2004),368891,2059.0
Bad Education (La mala educación) (2004),275491,140.0
"SpongeBob SquarePants Movie, The (2004)",345950,11836.0
Alexander (2004),346491,1966.0
Christmas with the Kranks (2004),388419,13673.0
Guerrilla: The Taking of Patty Hearst (2004),390299,174787.0
Closer (2004),376541,2288.0
I Am David (2003),327919,15397.0
House of Flying Daggers (Shi mian mai fu) (2004),385004,9550.0
Ocean's Twelve (2004),349903,163.0
Blade: Trinity (2004),359013,36648.0
Bush's Brain (2004),403910,33377.0
Damn Yankees! (1958),51516,41253.0
That's Entertainment (1974),72272,33740.0
D.A.R.Y.L. (1985),88979,16248.0
Fire in the Sky (1993),106912,15613.0
"Invisible Man Returns, The (1940)",32635,28421.0
Love Me If You Dare (Jeux d'enfants) (2003),364517,8424.0
Control Room (2004),391024,18889.0
"Hunchback of Notre Dame, The (1923)",14142,18987.0
Sherlock Jr. (1924),15324,992.0
"Freshman, The (1925)",15841,42359.0
Greed (1924),15881,1405.0
"Jazz Singer, The (1927)",18037,939.0
"Steamboat Bill, Jr. (1928)",19421,25768.0
"Andalusian Dog, An (Chien andalou, Un) (1929)",20530,626.0
Little Caesar (1931),21079,27899.0
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),22718,48365.0
Scarface (1932),23427,877.0
Dinner at Eight (1933),23948,39130.0
Gold Diggers of 1933 (1933),24069,31511.0
"Atalante, L' (1934)",24844,43904.0
Fury (1936),27652,14615.0
Libeled Lady (1936),27884,31773.0
Mr. Deeds Goes to Town (1936),27996,24807.0
Camille (1936),28683,43874.0
Captains Courageous (1937),28691,16515.0
Stage Door (1937),29604,43864.0
Holiday (1938),30241,16274.0
"Roaring Twenties, The (1939)",31867,37698.0
Wuthering Heights (1939),32145,3084.0
"Letter, The (1940)",32701,17801.0
Here Comes Mr. Jordan (1941),33712,38914.0
Random Harvest (1942),35238,22387.0
Tales of Manhattan (1942),35415,27655.0
Day of Wrath (Vredens dag) (1943),36506,41391.0
"Miracle of Morgan's Creek, The (1944)",37077,42879.0
Mr. Skeffington (1944),37094,43307.0
Great Expectations (1946),38574,14320.0
"Stranger, The (1946)",38991,20246.0
Easter Parade (1948),40308,29380.0
"Lady from Shanghai, The (1947)",40525,3766.0
"Three Musketeers, The (1948)",40876,41609.0
Unfaithfully Yours (1948),40919,33115.0
"Letter to Three Wives, A (1949)",41587,45578.0
Annie Get Your Gun (1950),42200,25209.0
King Solomon's Mines (1950),42646,43388.0
"Young and the Damned, The (Olvidados, Los) (1950)",42804,800.0
"Star Is Born, A (1954)",47522,3111.0
The Wild One (1953),47677,28696.0
Confidential Report (1955),48393,44026.0
Night and Fog (Nuit et brouillard) (1955),48434,803.0
Teacher's Pet (1958),52278,43137.0
"Human Condition II, The (Ningen no joken II) (1959)",53115,34528.0
Pickpocket (1959),53168,690.0
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),54144,36872.0
"Human Condition III, The (Ningen no joken III) (1961)",55233,34530.0
Advise and Consent (1962),55728,17185.0
Harakiri (Seppuku) (1962),56058,14537.0
"Music Man, The (1962)",56262,13671.0
Mutiny on the Bounty (1962),56264,11085.0
"Carabineers, The (Carabiniers, Les) (1963)",56905,52705.0
"Hush... Hush, Sweet Charlotte (1964)",58213,10299.0
Onibaba (1964),58430,3763.0
Robinson Crusoe on Mars (1964),58530,7348.0
"Battle of Algiers, The (La battaglia di Algeri) (1966)",58946,17295.0
"Charlie Brown Christmas, A (1965)",59026,13187.0
Major Dundee (1965),59418,29715.0
"Thousand Clowns, A (1965)",59798,42731.0
Andrei Rublev (Andrey Rublyov) (1969),60107,895.0
Au Hasard Balthazar (1966),60138,20108.0
Batman (1966),60153,2661.0
Closely Watched Trains (Ostre sledované vlaky) (1966),60802,789.0
Tokyo Drifter (Tôkyô nagaremono) (1966),61101,45706.0
Branded to Kill (Koroshi no rakuin) (1967),61882,17905.0
Play Time (a.k.a. Playtime) (1967),62136,10227.0
Point Blank (1967),62138,26039.0
Titicut Follies (1967),62374,41212.0
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),62687,9929.0
"Diamond Arm, The (Brilliantovaya ruka) (1968)",62759,20873.0
Sympathy for the Devil (1968),63665,50789.0
"Yours, Mine and Ours (1968)",63829,27983.0
"Claire's Knee (Genou de Claire, Le) (1970)",65772,2860.0
Performance (1970),66214,26606.0
"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",66565,20848.0
Zabriskie Point (1970),66601,2998.0
Duel (1971),67023,839.0
They Call Me Trinity (1971),67355,9394.0
"Topo, El (1970)",67866,13041.0
Dr. Phibes Rises Again (1972),68503,18250.0
Charley Varrick (1973),69865,27331.0
Dark Star (1974),69945,1410.0
Sisters (1973),70698,22307.0
Turkish Delight (Turks fruit) (1973),70842,21035.0
California Split (1974),71269,32044.0
Emmanuelle (1974),71464,24402.0
Gone in 60 Seconds (1974),71571,16246.0
"Holy Mountain, The (Montaña sagrada, La) (1973)",71615,8327.0
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",72901,9385.0
French Connection II (1975),73018,10711.0
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",73179,43430.0
"Passenger, The (Professione: reporter) (1975)",73580,9652.0
Trilogy of Terror (1975),73820,38783.0
1900 (Novecento) (1976),74084,3870.0
Futureworld (1976),74559,10640.0
Harlan County U.S.A. (1976),74605,33324.0
Silver Streak (1976),75223,11558.0
High Anxiety (1977),76141,12535.0
"New York, New York (1977)",76451,12637.0
"Turning Point, The (1977)",76843,61280.0
Five Deadly Venoms (1978),77559,13481.0
Last Hurrah for Chivalry (Hao xia) (1979),77655,13514.0
"Clonus Horror, The (1979)",78062,98851.0
Snake in the Eagle's Shadow (Se ying diu sau) (1978),78252,11537.0
Hair (1979),79261,10654.0
Love at First Bite (1979),79489,18966.0
"Hitch Hikers Guide to the Galaxy, The (1981)",81874,64353.0
Smiley's People (1982),83480,149645.0
Blue Thunder (1983),85255,6341.0
"Day After, The (1983)",85404,7012.0
Eddie Murphy Delirious (1983),85474,15251.0
"Norte, El (1984)",85482,17435.0
Twilight Zone: The Movie (1983),86491,15301.0
Boy Meets Girl (1984),86994,63418.0
Cloak & Dagger (1984),87065,48677.0
